class,dataset_type,value
1637ab74c79645a0a96db366f62f654d,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr', '009.exr', '010.exr', '011.exr', '012.exr', '013.exr', '014.exr', '015.exr', '016.exr', '017.exr', '018.exr', '019.exr']"
1637ab74c79645a0a96db366f62f654d,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png', '015.png', '016.png', '017.png', '018.png', '019.png']"
1637ab74c79645a0a96db366f62f654d,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png', '015.png', '016.png', '017.png', '018.png', '019.png']"
1637ab74c79645a0a96db366f62f654d,caption,[]
67ceca24e6234eedb0ce7db7b3e32489,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy']"
67ceca24e6234eedb0ce7db7b3e32489,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
67ceca24e6234eedb0ce7db7b3e32489,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr']"
67ceca24e6234eedb0ce7db7b3e32489,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
67ceca24e6234eedb0ce7db7b3e32489,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
67ceca24e6234eedb0ce7db7b3e32489,caption,[]
16f43dc3abdd46ed907a1a51d4840c58,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy']"
16f43dc3abdd46ed907a1a51d4840c58,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
16f43dc3abdd46ed907a1a51d4840c58,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr']"
16f43dc3abdd46ed907a1a51d4840c58,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
16f43dc3abdd46ed907a1a51d4840c58,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
16f43dc3abdd46ed907a1a51d4840c58,caption,[]
9c789f1f0c224ff693f346ca65540f20,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy']"
9c789f1f0c224ff693f346ca65540f20,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
9c789f1f0c224ff693f346ca65540f20,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr']"
9c789f1f0c224ff693f346ca65540f20,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
9c789f1f0c224ff693f346ca65540f20,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
9c789f1f0c224ff693f346ca65540f20,caption,[]
deccf817a75647b8b5146bc0d50e8ae5,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy']"
deccf817a75647b8b5146bc0d50e8ae5,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
deccf817a75647b8b5146bc0d50e8ae5,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr']"
deccf817a75647b8b5146bc0d50e8ae5,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
deccf817a75647b8b5146bc0d50e8ae5,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
deccf817a75647b8b5146bc0d50e8ae5,caption,[]
0ae0314810814139b3dea039a86d6504,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy']"
0ae0314810814139b3dea039a86d6504,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
0ae0314810814139b3dea039a86d6504,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr']"
0ae0314810814139b3dea039a86d6504,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
0ae0314810814139b3dea039a86d6504,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
0ae0314810814139b3dea039a86d6504,caption,[]
95c267f6e5394e7aa2e2085102b4778e,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy']"
95c267f6e5394e7aa2e2085102b4778e,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
95c267f6e5394e7aa2e2085102b4778e,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr']"
95c267f6e5394e7aa2e2085102b4778e,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
95c267f6e5394e7aa2e2085102b4778e,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
95c267f6e5394e7aa2e2085102b4778e,caption,[]
4f7d1fb61753490da5c5001ce23149a5,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy']"
4f7d1fb61753490da5c5001ce23149a5,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
4f7d1fb61753490da5c5001ce23149a5,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr']"
4f7d1fb61753490da5c5001ce23149a5,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
4f7d1fb61753490da5c5001ce23149a5,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
4f7d1fb61753490da5c5001ce23149a5,caption,[]
3f6c325d7cd4472d8dbafac1ef9f03d6,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy']"
3f6c325d7cd4472d8dbafac1ef9f03d6,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
3f6c325d7cd4472d8dbafac1ef9f03d6,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr']"
3f6c325d7cd4472d8dbafac1ef9f03d6,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
3f6c325d7cd4472d8dbafac1ef9f03d6,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
3f6c325d7cd4472d8dbafac1ef9f03d6,caption,[]
af454108294b46ca8882e9604cbfed91,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy']"
af454108294b46ca8882e9604cbfed91,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
af454108294b46ca8882e9604cbfed91,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr']"
af454108294b46ca8882e9604cbfed91,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
af454108294b46ca8882e9604cbfed91,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
af454108294b46ca8882e9604cbfed91,caption,[]
0df5e9ea5e3441a5bcff672224b4f9de,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy']"
0df5e9ea5e3441a5bcff672224b4f9de,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
0df5e9ea5e3441a5bcff672224b4f9de,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr']"
0df5e9ea5e3441a5bcff672224b4f9de,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
0df5e9ea5e3441a5bcff672224b4f9de,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
0df5e9ea5e3441a5bcff672224b4f9de,caption,[]
76e2fd9444ab483ea8c50bf1c1b03846,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy']"
76e2fd9444ab483ea8c50bf1c1b03846,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
76e2fd9444ab483ea8c50bf1c1b03846,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr']"
76e2fd9444ab483ea8c50bf1c1b03846,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
76e2fd9444ab483ea8c50bf1c1b03846,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
76e2fd9444ab483ea8c50bf1c1b03846,caption,[]
647f4ab9d0964dae8b5fccfc1c5f7ab7,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy']"
647f4ab9d0964dae8b5fccfc1c5f7ab7,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
647f4ab9d0964dae8b5fccfc1c5f7ab7,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr']"
647f4ab9d0964dae8b5fccfc1c5f7ab7,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
647f4ab9d0964dae8b5fccfc1c5f7ab7,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
647f4ab9d0964dae8b5fccfc1c5f7ab7,caption,[]
b4f78f0a01cd447d8cc0f9a72469f264,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy']"
b4f78f0a01cd447d8cc0f9a72469f264,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
b4f78f0a01cd447d8cc0f9a72469f264,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr']"
b4f78f0a01cd447d8cc0f9a72469f264,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
b4f78f0a01cd447d8cc0f9a72469f264,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
b4f78f0a01cd447d8cc0f9a72469f264,caption,[]
9d73212ce3b441c38b72b5a850f92481,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy']"
9d73212ce3b441c38b72b5a850f92481,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
9d73212ce3b441c38b72b5a850f92481,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr']"
9d73212ce3b441c38b72b5a850f92481,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
9d73212ce3b441c38b72b5a850f92481,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
9d73212ce3b441c38b72b5a850f92481,caption,[]
71243ecf771e413199b9103b5a444b9c,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy']"
71243ecf771e413199b9103b5a444b9c,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
71243ecf771e413199b9103b5a444b9c,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr']"
71243ecf771e413199b9103b5a444b9c,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
71243ecf771e413199b9103b5a444b9c,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
71243ecf771e413199b9103b5a444b9c,caption,[]
bc57337c1ea84c4aaeec3457aee7d948,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy']"
bc57337c1ea84c4aaeec3457aee7d948,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
bc57337c1ea84c4aaeec3457aee7d948,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr']"
bc57337c1ea84c4aaeec3457aee7d948,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
bc57337c1ea84c4aaeec3457aee7d948,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
bc57337c1ea84c4aaeec3457aee7d948,caption,[]
f942a35aaed54186921184c7117dfd86,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy']"
f942a35aaed54186921184c7117dfd86,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
f942a35aaed54186921184c7117dfd86,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr']"
f942a35aaed54186921184c7117dfd86,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
f942a35aaed54186921184c7117dfd86,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
f942a35aaed54186921184c7117dfd86,caption,[]
bb08d9f67f194f6f92e1f2c719584803,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy']"
bb08d9f67f194f6f92e1f2c719584803,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
bb08d9f67f194f6f92e1f2c719584803,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr']"
bb08d9f67f194f6f92e1f2c719584803,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
bb08d9f67f194f6f92e1f2c719584803,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
bb08d9f67f194f6f92e1f2c719584803,caption,[]
a2c8cf4352364a18bb558ae0eaad4550,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy']"
a2c8cf4352364a18bb558ae0eaad4550,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
a2c8cf4352364a18bb558ae0eaad4550,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr']"
a2c8cf4352364a18bb558ae0eaad4550,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
a2c8cf4352364a18bb558ae0eaad4550,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
a2c8cf4352364a18bb558ae0eaad4550,caption,[]
6d3d307258924e07a7f02a8427f5f018,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy']"
6d3d307258924e07a7f02a8427f5f018,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
6d3d307258924e07a7f02a8427f5f018,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr']"
6d3d307258924e07a7f02a8427f5f018,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
6d3d307258924e07a7f02a8427f5f018,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
6d3d307258924e07a7f02a8427f5f018,caption,[]
d2c8b0701d3a47bbaaff1dabcbaaaf68,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy']"
d2c8b0701d3a47bbaaff1dabcbaaaf68,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
d2c8b0701d3a47bbaaff1dabcbaaaf68,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr']"
d2c8b0701d3a47bbaaff1dabcbaaaf68,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
d2c8b0701d3a47bbaaff1dabcbaaaf68,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
d2c8b0701d3a47bbaaff1dabcbaaaf68,caption,[]
79bbaa98a9a44ddca4d0e20b5aa8b610,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy']"
79bbaa98a9a44ddca4d0e20b5aa8b610,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
79bbaa98a9a44ddca4d0e20b5aa8b610,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr']"
79bbaa98a9a44ddca4d0e20b5aa8b610,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
79bbaa98a9a44ddca4d0e20b5aa8b610,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
79bbaa98a9a44ddca4d0e20b5aa8b610,caption,[]
427df8c8905a4ff2b8c6c35a8a189008,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy']"
427df8c8905a4ff2b8c6c35a8a189008,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
427df8c8905a4ff2b8c6c35a8a189008,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr']"
427df8c8905a4ff2b8c6c35a8a189008,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
427df8c8905a4ff2b8c6c35a8a189008,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
427df8c8905a4ff2b8c6c35a8a189008,caption,[]
b40dfbe0c7534bb28252667d8aa1efaa,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy']"
b40dfbe0c7534bb28252667d8aa1efaa,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
b40dfbe0c7534bb28252667d8aa1efaa,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr']"
b40dfbe0c7534bb28252667d8aa1efaa,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
b40dfbe0c7534bb28252667d8aa1efaa,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
b40dfbe0c7534bb28252667d8aa1efaa,caption,[]
6UY29sfspIR9iqdZG00mPARKPAN,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy']"
6UY29sfspIR9iqdZG00mPARKPAN,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
6UY29sfspIR9iqdZG00mPARKPAN,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr']"
6UY29sfspIR9iqdZG00mPARKPAN,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
6UY29sfspIR9iqdZG00mPARKPAN,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
6UY29sfspIR9iqdZG00mPARKPAN,caption,[]
c29e7d6db22d431897c0fd1cff3462de,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy']"
c29e7d6db22d431897c0fd1cff3462de,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
c29e7d6db22d431897c0fd1cff3462de,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr']"
c29e7d6db22d431897c0fd1cff3462de,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
c29e7d6db22d431897c0fd1cff3462de,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
c29e7d6db22d431897c0fd1cff3462de,caption,[]
b55969446ff749938e9e6c7598dc5f36,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy']"
b55969446ff749938e9e6c7598dc5f36,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
b55969446ff749938e9e6c7598dc5f36,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr']"
b55969446ff749938e9e6c7598dc5f36,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
b55969446ff749938e9e6c7598dc5f36,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
b55969446ff749938e9e6c7598dc5f36,caption,[]
74493f72801e4304a4329b852b7814be,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy']"
74493f72801e4304a4329b852b7814be,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
74493f72801e4304a4329b852b7814be,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr']"
74493f72801e4304a4329b852b7814be,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
74493f72801e4304a4329b852b7814be,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
74493f72801e4304a4329b852b7814be,caption,[]
a32c7695839540208d0d473aba72f1f8,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy']"
a32c7695839540208d0d473aba72f1f8,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
a32c7695839540208d0d473aba72f1f8,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr']"
a32c7695839540208d0d473aba72f1f8,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
a32c7695839540208d0d473aba72f1f8,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
a32c7695839540208d0d473aba72f1f8,caption,[]
622202ab925f4cbaab8269237e2a3480,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy']"
622202ab925f4cbaab8269237e2a3480,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
622202ab925f4cbaab8269237e2a3480,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr']"
622202ab925f4cbaab8269237e2a3480,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
622202ab925f4cbaab8269237e2a3480,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
622202ab925f4cbaab8269237e2a3480,caption,[]
64eb3f327d3e40b4a01df1f9538883a4,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy']"
64eb3f327d3e40b4a01df1f9538883a4,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
64eb3f327d3e40b4a01df1f9538883a4,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr']"
64eb3f327d3e40b4a01df1f9538883a4,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
64eb3f327d3e40b4a01df1f9538883a4,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
64eb3f327d3e40b4a01df1f9538883a4,caption,[]
b4898df586d54235b1cb01b173c41cc0,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy']"
b4898df586d54235b1cb01b173c41cc0,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
b4898df586d54235b1cb01b173c41cc0,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr']"
b4898df586d54235b1cb01b173c41cc0,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
b4898df586d54235b1cb01b173c41cc0,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
b4898df586d54235b1cb01b173c41cc0,caption,[]
6a1807c1ce13449089af44c81b1f8b6e,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy']"
6a1807c1ce13449089af44c81b1f8b6e,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
6a1807c1ce13449089af44c81b1f8b6e,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr']"
6a1807c1ce13449089af44c81b1f8b6e,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
6a1807c1ce13449089af44c81b1f8b6e,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
6a1807c1ce13449089af44c81b1f8b6e,caption,[]
7f3dd525a87d4d998f361d222a344c3d,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy']"
7f3dd525a87d4d998f361d222a344c3d,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
